id,name,taxid,gender,dateofbirth,status,externalcode,isenriched,enrichedat,enrichedbt,createdat,createdby,updatedat,updatedby,ID_Pedido,Data_Pedido,Nome_do_Item,Quantidade,Categoria_Comida
3200,Camila Oliveira,132.991.847-48,Male,1995-08-20,pending,ZC2E4KXTWV,False,,,2025-09-21T00:00:00,data_engineer,2025-10-21T05:56:07,system,2001,21/09/25,Pizza Mussarela,2,Pizza
3201,Camila Cardoso,015.724.493-30,Male,2004-01-15,inactive,PCZKX2FC8P,False,,,2025-10-16T00:00:00,ops_team,2025-10-26T23:37:24,import_script,2002,16/10/25,Sorvete Artesanal,1,Sobremesa
3202,Mariana Cardoso,954.767.961-34,Female,1956-06-12,active,ZIDWT1HGOJ,False,,,2025-10-14T00:00:00,ops_team,2025-10-30T19:26:59,data_engineer,2003,14/10/25,Lasanha Bolonhesa,2,Pizza
3203,Ana Oliveira,359.000.299-79,Male,1981-03-24,pending,43LKXAB0LC,False,,,2025-09-07T00:00:00,data_engineer,2025-09-30T03:47:59,system,2004,07/09/25,Sorvete Artesanal,1,Sobremesa
3204,Gustavo Fernandes,978.565.087-19,Female,1987-05-27,active,H2ETDZ8LG3,False,,,2025-10-05T00:00:00,joao,2025-10-15T21:35:46,maria,2005,05/10/25,Espaguete ao Alho e oleo,1,Sobremesa
3205,Gustavo Moraes,018.017.459-85,Female,1997-03-03,inactive,32T3MGD2S3,False,,,2025-08-19T00:00:00,joao,2025-09-10T23:53:29,ops_team,2006,19/08/25,Lasanha Bolonhesa,3,Sobremesa
3206,Beatriz Almeida,538.681.400-72,Female,1989-09-26,pending,I0VF6DTWWI,True,2025-09-02T01:04:09,data_engineer,2025-11-02T00:00:00,maria,2025-11-09T15:14:32,maria,2007,02/11/25,Pizza Frango com Catupiry,3,Pizza
3207,Larissa Dias,467.404.444-54,Male,1980-08-06,inactive,PDXDNZJHEI,True,2025-09-02T13:00:34,data_engineer,2025-08-22T00:00:00,maria,2025-09-12T22:43:21,data_engineer,2008,22/08/25,Lasanha Bolonhesa,1,Sobremesa
3208,João Gomes,788.958.518-75,Male,1993-09-08,active,AKQ6D1YA1F,True,2025-10-01T02:27:01,system,2025-10-27T00:00:00,import_script,2025-11-03T12:08:04,ops_team,2009,27/10/25,Pizza Grande Margherita,3,Pizza
3209,Sofia Souza,448.536.503-94,Male,1973-09-16,inactive,PEO1XIS22J,True,2025-10-08T03:25:36,ops_team,2025-08-15T00:00:00,import_script,2025-09-13T12:34:28,maria,2010,15/08/25,Lasanha Bolonhesa,1,Massas
3210,Pedro Fernandes,479.226.301-56,Male,1980-03-02,active,F8II4GW1YI,False,,,2025-09-06T00:00:00,joao,2025-09-08T15:14:37,system,2011,06/09/25,Pizza Frango com Catupiry,2,Pizza
3211,Carlos Souza,664.529.881-63,Female,1972-06-06,active,M662YBL9YG,True,2025-09-09T23:04:17,maria,2025-09-19T00:00:00,system,2025-09-27T04:07:06,system,2012,19/09/25,Pizza Frango com Catupiry,2,Pizza
3212,Bruno Fernandes,764.148.084-55,Female,1960-10-30,pending,GBUJ7AVWS1,True,2025-08-29T08:07:57,system,2025-09-23T00:00:00,maria,2025-09-29T02:11:21,joao,2013,23/09/25,Tiramisu,3,Pizza
3213,Thiago Cardoso,111.263.698-33,Male,1980-05-26,inactive,L7MPXMRPIL,False,,,2025-10-05T00:00:00,data_engineer,2025-10-13T09:38:03,data_engineer,2014,05/10/25,Pizza Mussarela,1,Pizza
3214,Camila Oliveira,361.570.380-05,Female,2000-05-13,pending,WUMHZRBL2X,False,,,2025-08-17T00:00:00,ops_team,2025-09-10T20:52:25,joao,2015,17/08/25,Pizza Frango com Catupiry,1,Pizza
3215,Larissa Moreira,767.826.076-08,Female,2007-03-05,inactive,SYL5XID744,False,,,2025-08-19T00:00:00,maria,2025-08-23T19:07:52,maria,2016,19/08/25,Pizza Grande Portuguesa,2,Sobremesa
3216,Gustavo Gomes,532.781.000-84,Male,1964-12-15,inactive,RUBH1W22ZE,False,,,2025-10-15T00:00:00,ops_team,2025-10-31T02:58:48,joao,2017,15/10/25,Tiramisu,2,Pizza
3217,Beatriz Oliveira,604.808.167-02,Female,2007-07-21,inactive,DO36PM143O,False,,,2025-08-19T00:00:00,ops_team,2025-09-06T07:01:21,joao,2018,19/08/25,Nhoque ao Sugo,3,Massas
3218,Patrícia Teixeira,123.108.616-21,Male,2007-05-09,pending,I3SPA7FQQD,False,,,2025-08-20T00:00:00,joao,2025-09-03T14:21:39,system,2019,20/08/25,Lasanha Bolonhesa,2,Sobremesa
3219,Larissa Moreira,370.936.626-20,Male,1959-12-06,inactive,UFBD3C7IWU,True,2025-09-16T16:53:07,import_script,2025-10-15T00:00:00,system,2025-10-29T00:32:29,joao,2020,15/10/25,Pizza Grande Margherita,1,Pizza
3220,Maria Ribeiro,612.102.953-03,Female,1959-09-19,inactive,FFJXIFFFTW,True,2025-08-21T10:51:10,system,2025-09-17T00:00:00,maria,2025-09-21T21:51:43,system,2021,17/09/25,Pudim de Leite,3,Sobremesa
3221,Beatriz Ribeiro,003.851.202-40,Male,1959-01-01,active,DVHDV6TNXR,True,2025-11-08T23:59:22,system,2025-10-22T00:00:00,ops_team,2025-11-09T15:04:50,import_script,2022,22/10/25,Pizza Mussarela,1,Pizza
3222,Beatriz Mendonça,863.673.453-88,Male,1966-10-16,inactive,GXR2N2QN8N,True,2025-08-23T22:22:22,ops_team,2025-09-12T00:00:00,import_script,2025-09-12T20:57:21,maria,2023,12/09/25,Sorvete Artesanal,1,Massas
3223,Sofia Araujo,844.763.762-47,Male,1988-07-26,active,2989E1JUQN,False,,,2025-08-24T00:00:00,import_script,2025-08-30T01:21:52,data_engineer,2024,24/08/25,Pudim de Leite,3,Sobremesa
3224,Bruno Barbosa,626.449.235-83,Female,1982-01-31,pending,LXLAYUK4OY,False,,,2025-08-23T00:00:00,joao,2025-08-27T19:54:03,ops_team,2025,23/08/25,Lasanha Bolonhesa,2,Sobremesa
3225,Fernanda Dias,748.054.570-99,Female,1963-05-26,pending,EJUY8Q6NG2,False,,,2025-09-03T00:00:00,system,2025-09-10T10:36:19,system,2026,03/09/25,Pudim de Leite,1,Sobremesa
3226,Camila Araujo,038.054.295-14,Male,1974-05-22,active,D907E2R6MC,False,,,2025-11-06T00:00:00,maria,2025-11-09T15:12:54,ops_team,2027,06/11/25,Nhoque ao Sugo,3,Sobremesa
3227,Pedro Araujo,482.962.196-64,Male,1991-10-31,inactive,X0Y9HUNVI9,False,,,2025-11-07T00:00:00,maria,2025-11-09T15:29:06,maria,2028,07/11/25,Espaguete ao Alho e oleo,1,Massas
3228,João Santos,312.730.274-06,Male,1981-01-30,active,0VQS1ZSUQ4,True,2025-09-27T06:24:26,data_engineer,2025-11-03T00:00:00,ops_team,2025-11-09T15:34:41,import_script,2029,03/11/25,Pizza Frango com Catupiry,3,Pizza
3229,Rafael Teixeira,378.132.435-51,Male,1974-02-02,pending,W6U2VC7PN2,False,,,2025-09-22T00:00:00,maria,2025-10-14T19:20:14,system,2030,22/09/25,Espaguete ao Alho e oleo,1,Sobremesa
3230,Beatriz Silva,466.572.955-24,Prefer not to say,1968-10-17,inactive,NAG0AF9W8B,False,,,2025-11-03T00:00:00,data_engineer,2025-11-09T15:17:39,import_script,2031,03/11/25,Mousse de Chocolate,2,Sobremesa
3231,Maria Fernandes,719.456.627-90,Female,1962-08-08,inactive,34XG4HNO0W,False,,,2025-09-15T00:00:00,maria,2025-09-16T00:23:00,import_script,2032,15/09/25,Pudim de Leite,2,Sobremesa
3232,Maria Souza,849.823.285-05,Female,1974-02-27,pending,LZ7GM1PT7K,True,2025-10-01T18:36:45,ops_team,2025-10-27T00:00:00,joao,2025-11-09T15:21:53,data_engineer,2033,27/10/25,Pizza Mussarela,3,Pizza
3233,Beatriz Gomes,644.575.575-96,Female,1990-01-09,pending,4WVO6O3EUG,False,,,2025-09-13T00:00:00,data_engineer,2025-09-27T00:22:49,maria,2034,13/09/25,Mousse de Chocolate,1,Sobremesa
3234,Lucas Oliveira,933.569.043-71,Male,1961-03-28,pending,OSVUD2TT7P,True,2025-10-29T06:38:01,maria,2025-11-08T00:00:00,joao,2025-11-09T15:12:40,import_script,2035,08/11/25,Nhoque ao Sugo,2,Sobremesa
3235,Luís Almeida,360.244.666-00,Male,1988-04-03,inactive,FFQP2JIJN3,False,,,2025-10-12T00:00:00,data_engineer,2025-10-27T00:08:01,system,2036,12/10/25,Pudim de Leite,1,Massas
3236,Beatriz Lima,050.795.777-89,Female,1996-09-14,pending,FN16VY4R10,False,,,2025-09-21T00:00:00,maria,2025-10-02T11:32:26,system,2037,21/09/25,Pizza Frango com Catupiry,2,Pizza
3237,Maria Lima,816.106.801-33,Male,2007-06-07,inactive,LRN3L9ZHHV,False,,,2025-08-28T00:00:00,ops_team,2025-09-25T22:26:48,system,2038,28/08/25,Pizza Frango com Catupiry,2,Pizza
3238,Gustavo Dias,887.691.256-69,Male,1961-12-10,active,6T0JEZKTQ3,True,2025-09-17T21:26:56,ops_team,2025-10-16T00:00:00,import_script,2025-10-19T16:22:38,joao,2039,16/10/25,Pizza Grande Portuguesa,2,Sobremesa
3239,Carlos Moreira,589.005.656-46,Female,2003-05-26,inactive,PQ969ZG0WF,False,,,2025-10-28T00:00:00,joao,2025-11-09T15:30:00,data_engineer,2040,28/10/25,Mousse de Chocolate,2,Sobremesa
3240,Gustavo Santos,968.551.191-92,Male,1991-12-06,inactive,7R0ZW0ZRUH,False,,,2025-08-24T00:00:00,maria,2025-09-15T23:40:54,maria,2041,24/08/25,Pizza Mussarela,3,Sobremesa
3241,João Moreira,330.044.975-71,Female,1968-06-20,inactive,C6YXSGB4W7,True,2025-10-20T03:43:46,maria,2025-10-20T00:00:00,import_script,2025-11-09T15:31:01,import_script,2042,20/10/25,Pizza Grande Calabresa,1,Sobremesa
3242,Bruno Lima,780.600.311-55,Prefer not to say,2007-07-20,active,A6RJL0ESSN,True,2025-10-24T02:51:04,maria,2025-08-25T00:00:00,ops_team,2025-09-08T05:13:53,import_script,2043,25/08/25,Pizza Grande Calabresa,3,Sobremesa
3243,Beatriz Fernandes,969.289.690-39,Female,1960-10-15,active,1CANVVCUED,False,,,2025-10-15T00:00:00,system,2025-11-09T15:08:51,maria,2044,15/10/25,Ravioli de Queijo,1,Pizza
3244,Mateus Silva,363.533.807-21,Female,1977-08-24,inactive,6Q49VLABNG,False,,,2025-09-03T00:00:00,data_engineer,2025-09-05T04:06:56,import_script,2045,03/09/25,Tiramisu,1,Sobremesa
3245,Thiago Moreira,596.646.792-99,Prefer not to say,2003-04-04,pending,DLDI3QDV6H,False,,,2025-08-19T00:00:00,import_script,2025-08-23T11:17:13,import_script,2046,19/08/25,Pizza Grande Portuguesa,3,Sobremesa
3246,Sofia Mendonça,922.869.681-64,Male,1964-03-29,active,FTMB2EJU0F,False,,,2025-09-30T00:00:00,joao,2025-10-25T03:52:06,maria,2047,30/09/25,Pizza Mussarela,1,Sobremesa
3247,Larissa Moreira,249.600.695-22,Male,1960-12-18,inactive,5QRMGRPE14,False,,,2025-11-03T00:00:00,joao,2025-11-06T11:06:47,import_script,2048,03/11/25,Sorvete Artesanal,3,Sobremesa
3248,Fernanda Pereira,695.365.810-23,Prefer not to say,2002-07-24,pending,4IH3AGM2H9,False,,,2025-09-06T00:00:00,data_engineer,2025-10-03T22:11:50,data_engineer,2049,06/09/25,Pizza Grande Portuguesa,2,Pizza
3249,Sofia Dias,667.892.747-51,Female,1959-08-19,inactive,PL4DUL45E6,False,,,2025-10-25T00:00:00,data_engineer,2025-11-09T15:13:02,system,2050,25/10/25,Pizza Grande Portuguesa,2,Sobremesa
3250,Thiago Teixeira,930.732.183-34,Male,1999-12-18,inactive,JT7QGFDSQS,False,,,2025-08-17T00:00:00,system,2025-08-24T20:01:26,maria,2051,17/08/25,Nhoque ao Sugo,2,Sobremesa
3251,Luís Silva,702.977.050-96,Female,1980-11-23,inactive,WFT7C1JBK2,False,,,2025-09-05T00:00:00,ops_team,2025-09-25T16:10:52,data_engineer,2052,05/09/25,Tiramisu,2,Sobremesa
3252,Maria Teixeira,475.974.000-20,Male,2003-08-27,inactive,7JNFQADT6W,True,2025-10-25T20:40:32,data_engineer,2025-09-18T00:00:00,joao,2025-10-09T21:48:28,data_engineer,2053,18/09/25,Pizza Grande Margherita,1,Pizza
3253,Beatriz Rocha,442.177.069-06,Male,1987-11-15,pending,5T1FLB1758,True,2025-11-07T04:52:05,data_engineer,2025-09-02T00:00:00,joao,2025-09-12T13:13:04,joao,2054,02/09/25,Pizza Mussarela,2,Pizza
3254,Lucas Cardoso,428.077.658-00,Female,1980-06-18,inactive,KIM8RW3X3R,False,,,2025-08-16T00:00:00,maria,2025-09-06T09:58:50,system,2055,16/08/25,Nhoque ao Sugo,1,Sobremesa
3255,Rafael Barbosa,086.716.057-66,Female,1980-06-22,pending,Z6JR3J9GNM,True,2025-10-20T18:37:54,joao,2025-08-18T00:00:00,joao,2025-09-09T11:13:17,ops_team,2056,18/08/25,Pizza Frango com Catupiry,3,Sobremesa
3256,Beatriz Teixeira,082.535.556-41,Female,1977-12-27,pending,52ZRP2INNS,False,,,2025-10-07T00:00:00,joao,2025-10-25T16:46:33,ops_team,2057,07/10/25,Sorvete Artesanal,2,Pizza
3257,Mateus Fernandes,297.846.745-92,Female,1976-06-20,pending,V97R82LOLI,False,,,2025-10-25T00:00:00,joao,2025-11-09T15:25:03,import_script,2058,25/10/25,Lasanha Bolonhesa,3,Sobremesa
3258,Fernanda Fernandes,472.625.573-43,Female,1966-09-06,inactive,VDROXNXK7W,False,,,2025-10-08T00:00:00,joao,2025-10-23T09:18:25,maria,2059,08/10/25,Pizza Grande Calabresa,2,Pizza
3259,Beatriz Moreira,717.159.082-64,Male,1979-05-31,active,2ASC3LRHAV,False,,,2025-10-27T00:00:00,import_script,2025-11-06T04:35:50,import_script,2060,27/10/25,Nhoque ao Sugo,2,Sobremesa
3260,Patrícia Santos,319.109.658-63,Male,1965-03-16,active,1KV0Z20B1O,False,,,2025-10-03T00:00:00,data_engineer,2025-10-31T13:24:39,system,2061,03/10/25,Pizza Mussarela,3,Sobremesa
3261,Gustavo Silva,226.661.345-91,Male,2005-11-17,inactive,1BWY0QWX4W,True,2025-10-25T23:19:44,ops_team,2025-10-17T00:00:00,maria,2025-10-21T16:08:07,joao,2062,17/10/25,Pizza Grande Calabresa,2,Sobremesa
3262,Carlos Moraes,541.427.620-08,Female,1996-09-19,active,WS6QLDKE97,False,,,2025-10-06T00:00:00,ops_team,2025-10-14T02:37:18,import_script,2063,06/10/25,Pizza Frango com Catupiry,3,Pizza
3263,Carlos Moreira,588.073.051-68,Male,1987-05-13,active,JVK0AP8LAW,True,2025-08-28T16:06:13,import_script,2025-10-15T00:00:00,data_engineer,2025-10-18T15:29:50,data_engineer,2064,15/10/25,Pizza Frango com Catupiry,3,Sobremesa
3264,Gabriela Oliveira,605.006.216-32,Male,2006-04-08,inactive,95CK76MCJT,True,2025-10-04T22:46:12,maria,2025-09-25T00:00:00,maria,2025-10-24T06:30:59,joao,2065,25/09/25,Lasanha Bolonhesa,2,Pizza
3265,Ana Souza,865.531.702-39,Male,2002-04-22,pending,GJZQ3380GR,True,2025-08-31T22:47:01,maria,2025-09-09T00:00:00,joao,2025-09-14T19:05:23,import_script,2066,09/09/25,Pizza Grande Calabresa,2,Sobremesa
3266,Mariana Costa,370.469.195-51,Male,1970-10-02,active,Z8XDLKKPK9,False,,,2025-10-17T00:00:00,ops_team,2025-11-06T17:35:14,ops_team,2067,17/10/25,Pizza Grande Calabresa,3,Pizza
3267,Beatriz Araujo,358.494.773-72,Male,1966-12-17,inactive,OCM6F9VC68,True,2025-09-02T16:33:23,ops_team,2025-09-26T00:00:00,joao,2025-10-16T03:27:45,joao,2068,26/09/25,Pizza Grande Margherita,3,Pizza
3268,Mateus Fernandes,126.718.275-57,Female,1969-03-25,inactive,8TF5S8JYVR,False,,,2025-09-12T00:00:00,system,2025-10-04T06:46:00,system,2069,12/09/25,Pudim de Leite,3,Sobremesa
3269,Larissa Teixeira,431.197.452-00,Female,1976-09-14,pending,QHRKA088IG,False,,,2025-09-01T00:00:00,maria,2025-09-30T15:32:03,data_engineer,2070,01/09/25,Espaguete ao Alho e oleo,1,Sobremesa
3270,Patrícia Ribeiro,355.527.661-48,Male,1971-05-05,active,Y6CXU99CRA,True,2025-10-25T18:28:26,maria,2025-09-19T00:00:00,ops_team,2025-09-28T09:24:38,maria,2071,19/09/25,Pizza Grande Calabresa,3,Sobremesa
3271,Carlos Silva,055.442.152-58,Female,1986-11-04,active,ZVUI91Y0MR,True,2025-10-16T09:16:51,joao,2025-11-08T00:00:00,ops_team,2025-11-09T14:43:40,ops_team,2072,08/11/25,Sorvete Artesanal,2,Sobremesa
3272,Thiago Moraes,633.614.762-33,Female,1959-05-02,pending,PSIA3WANJ5,False,,,2025-09-02T00:00:00,ops_team,2025-09-09T11:08:49,data_engineer,2073,02/09/25,Mousse de Chocolate,3,Pizza
3273,Lucas Santos,892.064.988-15,Female,1962-11-18,pending,J826GQ731N,False,,,2025-10-08T00:00:00,import_script,2025-10-27T01:16:28,maria,2074,08/10/25,Pizza Grande Margherita,1,Pizza
3274,Gabriela Ribeiro,115.188.793-84,Female,1993-04-10,inactive,6QGWXK518S,False,,,2025-09-23T00:00:00,system,2025-09-29T04:55:41,ops_team,2075,23/09/25,Sorvete Artesanal,3,Sobremesa
3275,Ana Moraes,306.641.975-83,Male,2006-02-11,active,FRIRL4BKO7,True,2025-09-15T04:32:12,ops_team,2025-11-08T00:00:00,ops_team,2025-11-09T14:52:54,joao,2076,08/11/25,Pizza Frango com Catupiry,1,Pizza
3276,Ana Pereira,813.516.370-41,Male,1983-07-16,active,WIA3RZY3UQ,False,,,2025-08-21T00:00:00,joao,2025-09-15T16:49:37,system,2077,21/08/25,Ravioli de Queijo,3,Pizza
3277,Lucas Araujo,996.317.154-51,Female,1998-06-25,pending,Y5L4UF8NAY,False,,,2025-10-16T00:00:00,ops_team,2025-11-06T21:19:45,data_engineer,2078,16/10/25,Pizza Grande Margherita,2,Sobremesa
3278,Rafael Rocha,445.882.285-94,Non-binary,2001-11-01,active,MB5JZVTRK7,True,2025-08-28T19:49:51,joao,2025-10-23T00:00:00,ops_team,2025-11-05T06:28:20,joao,2079,23/10/25,Lasanha Bolonhesa,2,Sobremesa
3279,Bruno Costa,357.397.714-11,Male,1957-07-05,active,MZEB8Q1Z36,False,,,2025-08-16T00:00:00,import_script,2025-09-09T18:47:35,maria,2080,16/08/25,Mousse de Chocolate,2,Pizza
3280,Luís Barbosa,051.512.996-11,Female,1990-03-08,pending,GTXZMPEG3B,False,,,2025-08-12T00:00:00,ops_team,2025-08-31T15:06:59,maria,2081,12/08/25,Sorvete Artesanal,1,Sobremesa
3281,Gabriela Fernandes,133.843.208-62,Female,1997-08-28,inactive,NCW43MTE7C,False,,,2025-09-29T00:00:00,system,2025-10-11T09:01:44,maria,2082,29/09/25,Pizza Mussarela,3,Pizza
3282,Fernanda Teixeira,449.487.455-66,Male,1999-03-31,inactive,W0QXVEAOH9,True,2025-10-13T16:22:06,import_script,2025-09-08T00:00:00,system,2025-09-14T13:33:34,ops_team,2083,08/09/25,Mousse de Chocolate,1,Pizza
3283,Gustavo Oliveira,090.991.702-46,Female,1967-09-01,inactive,11SN6V5XUK,False,,,2025-10-07T00:00:00,import_script,2025-10-11T13:10:17,maria,2084,07/10/25,Pizza Grande Calabresa,1,Sobremesa
3284,Thiago Teixeira,403.348.655-83,Female,1979-01-26,pending,UCGLCCVE7Z,False,,,2025-11-07T00:00:00,joao,2025-11-09T15:02:22,system,2085,07/11/25,Pizza Frango com Catupiry,1,Sobremesa
3285,Pedro Gomes,889.541.086-80,Female,1987-06-20,inactive,J7P7OWG4IR,False,,,2025-09-27T00:00:00,import_script,2025-10-27T08:55:52,import_script,2086,27/09/25,Pudim de Leite,2,Pizza
3286,João Souza,104.727.246-55,Female,1984-07-05,inactive,EGQ4ER72UN,False,,,2025-10-05T00:00:00,system,2025-10-15T05:58:05,maria,2087,05/10/25,Mousse de Chocolate,1,Massas
3287,Carlos Araujo,194.911.544-18,Female,2005-05-27,inactive,8RPODILA8P,True,2025-10-10T18:08:22,maria,2025-11-03T00:00:00,joao,2025-11-09T15:15:09,data_engineer,2088,03/11/25,Pizza Grande Margherita,3,Sobremesa
3288,Luís Costa,974.791.968-92,Female,1983-05-06,inactive,9ODDQO5OHK,False,,,2025-10-30T00:00:00,maria,2025-11-09T15:16:26,maria,2089,30/10/25,Pizza Grande Portuguesa,1,Sobremesa
3289,Gabriela Moraes,304.455.216-85,Female,1999-01-12,inactive,1H47XO64VL,True,2025-08-29T11:41:25,ops_team,2025-09-25T00:00:00,data_engineer,2025-10-19T16:04:13,import_script,2090,25/09/25,Pizza Grande Portuguesa,2,Pizza
3290,Patrícia Souza,033.785.677-43,Female,1983-02-27,active,OR0CLUB6TY,True,2025-09-15T17:02:20,ops_team,2025-09-17T00:00:00,import_script,2025-10-09T21:55:54,data_engineer,2091,17/09/25,Pizza Frango com Catupiry,3,Sobremesa
3291,Lucas Mendonça,843.470.337-06,Male,1993-08-16,inactive,G6083XG9E5,False,,,2025-10-02T00:00:00,data_engineer,2025-10-03T17:23:57,data_engineer,2092,02/10/25,Lasanha Bolonhesa,3,Sobremesa
3292,Camila Almeida,837.750.288-83,Male,1976-08-16,active,452MFYAX0M,True,2025-09-26T11:43:08,joao,2025-09-13T00:00:00,ops_team,2025-10-13T19:46:11,maria,2093,13/09/25,Mousse de Chocolate,3,Pizza
3293,Camila Ribeiro,664.183.848-26,Male,1966-02-14,inactive,RUOZT7JQWQ,False,,,2025-08-22T00:00:00,system,2025-08-23T12:38:09,system,2094,22/08/25,Pizza Frango com Catupiry,2,Pizza
3294,Sofia Araujo,614.661.881-92,Female,1970-09-29,pending,DQGSRSI3Z7,True,2025-10-23T13:25:31,maria,2025-10-14T00:00:00,joao,2025-11-05T18:30:04,ops_team,2095,14/10/25,Pizza Mussarela,2,Sobremesa
3295,Gabriela Ribeiro,363.870.412-82,Male,1997-10-24,pending,1E64CNH3V5,True,2025-10-05T21:43:59,data_engineer,2025-10-07T00:00:00,system,2025-10-10T04:25:27,system,2096,07/10/25,Pizza Mussarela,3,Pizza
3296,Fernanda Ribeiro,398.252.899-81,Female,1987-10-30,inactive,8UTJEJ1QC3,False,,,2025-10-11T00:00:00,import_script,2025-11-03T10:32:44,joao,2097,11/10/25,Pizza Grande Portuguesa,2,Pizza
3297,Mariana Lima,950.067.035-44,Female,1998-03-27,active,GZ1MKCP0GH,False,,,2025-09-03T00:00:00,import_script,2025-10-03T11:19:40,joao,2098,03/09/25,Pizza Mussarela,2,Pizza
3298,Gustavo Teixeira,573.230.515-47,Female,1995-12-07,pending,GBME3G7OEZ,False,,,2025-10-17T00:00:00,data_engineer,2025-11-04T07:58:19,system,2099,17/10/25,Pizza Mussarela,1,Sobremesa
3299,Thiago Barbosa,980.664.336-30,Female,2007-06-26,pending,OH91FPUXHU,True,2025-08-27T14:57:39,system,2025-08-15T00:00:00,data_engineer,2025-09-13T00:53:59,import_script,2100,15/08/25,Pudim de Leite,1,Massas
3300,João Costa,712.632.809-34,Female,1967-05-22,active,W0KLAY5CEJ,False,,,2025-08-13T00:00:00,ops_team,2025-08-22T07:44:03,ops_team,2101,13/08/25,Mousse de Chocolate,1,Sobremesa
3301,Maria Rocha,450.588.883-01,Male,1975-10-14,active,AXCNU5BS1D,False,,,2025-10-19T00:00:00,ops_team,2025-11-04T22:31:49,joao,2102,19/10/25,Lasanha Bolonhesa,1,Sobremesa
3302,Pedro Teixeira,462.095.969-18,Male,1983-01-03,active,HTPKHT95AX,True,2025-10-22T16:43:01,ops_team,2025-08-11T00:00:00,ops_team,2025-09-08T16:38:52,joao,2103,11/08/25,Mousse de Chocolate,2,Massas
3303,Sofia Barbosa,712.718.742-14,Female,1990-08-23,active,45NKDDAP7A,True,2025-10-17T20:59:26,data_engineer,2025-11-03T00:00:00,data_engineer,2025-11-09T14:44:57,joao,2104,03/11/25,Ravioli de Queijo,2,Massas
3304,Mateus Costa,257.197.335-06,Female,2002-06-27,inactive,BCXMW1PV1Z,False,,,2025-09-02T00:00:00,ops_team,2025-09-30T16:08:15,ops_team,2105,02/09/25,Pizza Mussarela,2,Pizza
3305,Camila Fernandes,245.438.025-31,Male,1956-11-18,pending,Y1B79D48N6,False,,,2025-08-11T00:00:00,system,2025-09-08T14:52:36,maria,2106,11/08/25,Sorvete Artesanal,3,Pizza
3306,Camila Ribeiro,173.447.017-06,Male,1956-11-18,active,05NLVUC36D,False,,,2025-09-07T00:00:00,import_script,2025-10-07T09:44:00,data_engineer,2107,07/09/25,Pizza Grande Margherita,3,Sobremesa
3307,Mariana Oliveira,845.940.155-28,Female,1972-06-03,pending,QE55C8WM33,False,,,2025-10-20T00:00:00,system,2025-11-09T15:31:27,ops_team,2108,20/10/25,Lasanha Bolonhesa,3,Pizza
3308,Lucas Costa,993.339.985-51,Female,1956-06-09,inactive,Q24FWNPJ6F,False,,,2025-10-13T00:00:00,data_engineer,2025-10-26T22:22:58,data_engineer,2109,13/10/25,Ravioli de Queijo,3,Sobremesa
3309,Beatriz Fernandes,312.620.257-38,Male,2004-11-10,active,R4PM9H4WRT,False,,,2025-10-29T00:00:00,maria,2025-11-08T16:21:47,maria,2110,29/10/25,Pizza Grande Calabresa,2,Sobremesa
3310,Sofia Teixeira,252.406.513-39,Female,2006-04-19,pending,1H5FPVVIUU,True,2025-08-31T23:09:59,joao,2025-11-06T00:00:00,ops_team,2025-11-09T15:03:39,import_script,2111,06/11/25,Espaguete ao Alho e oleo,2,Pizza
3311,Bruno Pereira,916.433.203-71,Female,1979-11-21,pending,LBDYAMR5SZ,True,2025-09-04T05:44:11,maria,2025-10-02T00:00:00,maria,2025-10-05T07:49:36,ops_team,2112,02/10/25,Sorvete Artesanal,1,Sobremesa
3312,Thiago Rocha,927.062.250-12,Male,1966-04-24,pending,CI8R59VVH7,False,,,2025-08-19T00:00:00,ops_team,2025-08-22T10:15:50,data_engineer,2113,19/08/25,Tiramisu,3,Sobremesa
3313,Thiago Ribeiro,842.043.920-15,Female,2006-10-14,inactive,YK3VB1BZH2,False,,,2025-10-28T00:00:00,data_engineer,2025-11-09T14:49:07,maria,2114,28/10/25,Pizza Grande Portuguesa,2,Sobremesa
3314,Ana Barbosa,719.957.737-77,Male,2001-09-29,inactive,JYJW7KVNMD,False,,,2025-10-21T00:00:00,import_script,2025-11-09T15:02:59,ops_team,2115,21/10/25,Espaguete ao Alho e oleo,2,Sobremesa
3315,Gustavo Santos,398.515.977-44,Female,1989-02-14,inactive,KNRRO4W3FV,True,2025-10-30T20:35:18,joao,2025-09-09T00:00:00,data_engineer,2025-09-14T11:49:18,data_engineer,2116,09/09/25,Ravioli de Queijo,3,Pizza
3316,Rafael Gomes,164.904.750-59,Female,1997-06-25,pending,9WQS2550TV,True,2025-10-12T22:10:59,import_script,2025-09-25T00:00:00,import_script,2025-10-12T22:51:11,maria,2117,25/09/25,Sorvete Artesanal,1,Pizza
3317,Lucas Moreira,276.344.319-19,Male,1974-11-26,pending,VU8D5S74XH,False,,,2025-10-19T00:00:00,joao,2025-11-09T15:15:24,data_engineer,2118,19/10/25,Tiramisu,3,Massas
3318,Lucas Ribeiro,352.183.975-30,Female,1981-03-05,pending,E4SQULVMAA,True,2025-10-12T20:15:44,ops_team,2025-10-18T00:00:00,import_script,2025-10-27T20:01:38,maria,2119,18/10/25,Mousse de Chocolate,1,Pizza
